Identification,UniqueID,Status,DateCaught,SeasonDay,Location,AbdomenWidth,AbdomenLength,PronotumLength,ElytralLength,Mass
SAT150,B457,1,06-Jul,24,"USA: Union Co, Bucknell Ropes Course",3.0411,5.7042,2.2282,9.6703,0.0345
SAT132,B458,1,06-Jul,24,"USA: Union Co, Bucknell Ropes Course",3.6505,7.7885,2.7163,10.9961,0.0587
RAW137,B459,1,06-Jul,24,"USA: Union Co, Bucknell Ropes Course",3.4239,6.924,2.7377,10.2532,0.0549
AAS142,B460,1,06-Jul,24,"USA: Union Co, Bucknell Ropes Course",3.2744,6.8299,2.4771,9.3577,0.0314
SAT146,B461,1,06-Jul,24,"USA: Union Co, Bucknell Ropes Course",3.116,6.1429,2.4261,9.4357,0.0375
RAW130,B462,1,06-Jul,24,"USA: Union Co, Bucknell Ropes Course",3.4353,6.6712,2.5864,10.357,0.0536
RAW115,B463,1,06-Jul,24,"USA: Union Co, Bucknell Ropes Course",2.6271,5.4967,2.1838,7.841,0.0227
AAS133,B464,0,06-Jul,24,"USA: Union Co, Bucknell Ropes Course",2.5607,6.0138,2.1747,8.3245,0.0274
SAT136,B465,0,06-Jul,24,"USA: Union Co, Bucknell Ropes Course",3.0716,6.2704,2.5085,9.1865,0.0358
AAS137,B466,0,06-Jul,24,"USA: Union Co, Bucknell Ropes Course",3.6392,6.8707,2.9035,11.0013,0.0543
SAT128,B467,0,06-Jul,24,"USA: Union Co, Bucknell Ropes Course",3.7839,7.7507,3.06,12.0713,0.0788
SAT131,B468,0,06-Jul,24,"USA: Union Co, Bucknell Ropes Course",3.4832,7.6561,2.7972,10.4786,0.0469
AAS145,B469,1,06-Jul,24,"USA: Union Co, Bucknell Ropes Course",3.4401,6.2373,2.6319,10.6903,0.0501
AAS126,B470,1,06-Jul,24,"USA: Union Co, Bucknell Ropes Course",3.093,7.3811,2.332,9.5657,0.0312
SAT137,B471,1,06-Jul,24,"USA: Union Co, Bucknell Ropes Course",2.6092,4.9259,2.0527,8.2287,0.0234
RAW140,B472,1,06-Jul,24,"USA: Union Co, Bucknell Ropes Course",3.8931,8.0959,2.8435,11.6031,0.0593
AAS152,B473,1,06-Jul,24,"USA: Union Co, Bucknell Ropes Course",3.6601,7.4955,3.0542,12.3907,0.0774
RAW134,B474,1,06-Jul,24,"USA: Union Co, Bucknell Ropes Course",3.3541,7.7973,2.6575,10.6609,0.0461
RAW135,B475,1,06-Jul,24,"USA: Union Co, Bucknell Ropes Course",3.0642,5.7121,2.4072,9.5085,0.0374
AAS135,B476,1,06-Jul,24,"USA: Union Co, Bucknell Ropes Course",3.0334,7.0722,2.6346,10.4062,0.0355
RAW138,B477,1,06-Jul,24,"USA: Union Co, Bucknell Ropes Course",3.3161,6.6829,2.6742,10.2532,0.0517
AAS151,B478,1,06-Jul,24,"USA: Union Co, Bucknell Ropes Course",3.1212,6.9984,2.6392,10.3873,0.0378
RAW132,B479,0,06-Jul,24,"USA: Union Co, Bucknell Ropes Course",3.6776,7.5573,3.1649,11.6759,0.0616
SAT154,B480,0,06-Jul,24,"USA: Union Co, Bucknell Ropes Course",3.7988,6.4666,2.8057,11.3999,0.0592
AAS139,B481,0,06-Jul,24,"USA: Union Co, Bucknell Ropes Course",2.9504,5.6578,2.2664,9.5382,0.0345
SAT148,B482,0,06-Jul,24,"USA: Union Co, Bucknell Ropes Course",3.7464,8.1912,2.9078,11.1455,0.0637
SAT147,B483,1,06-Jul,24,"USA: Union Co, Bucknell Ropes Course",3.4776,6.452,2.4996,9.7857,0.0505
SAT144,B484,1,06-Jul,24,"USA: Union Co, Bucknell Ropes Course",2.7007,5.93,2.095,9.0725,0.0272
AAS147,B485,1,06-Jul,24,"USA: Union Co, Bucknell Ropes Course",3.2635,6.5778,2.6871,9.9611,0.035
SAT134,B486,1,06-Jul,24,"USA: Union Co, Bucknell Ropes Course",3.5456,6.9278,2.5173,10.9174,0.0559
SAT155,B487,1,06-Jul,24,"USA: Union Co, Bucknell Ropes Course",3.2953,6.8402,2.7904,11.028,0.0539
SAT152,B488,1,06-Jul,24,"USA: Union Co, Bucknell Ropes Course",3.4764,6.3469,2.767,10.809,0.052
SAT149,B489,1,06-Jul,24,"USA: Union Co, Bucknell Ropes Course",3.5875,7.0083,2.7655,10.906,0.0567
SAT130,B490,1,06-Jul,24,"USA: Union Co, Bucknell Ropes Course",3.1587,7.0756,2.9045,10.7091,0.0505
RAW124,B491,1,06-Jul,24,"USA: Union Co, Bucknell Ropes Course",3.7215,6.793,2.7209,10.6,0.0542
RAW139,B492,1,06-Jul,24,"USA: Union Co, Bucknell Ropes Course",2.4475,5.0405,2.1533,8.8585,0.0237
RAW120,B493,1,06-Jul,24,"USA: Union Co, Bucknell Ropes Course",3.1937,5.971,2.4112,9.6194,0.0422
AAS146,B494,1,06-Jul,24,"USA: Union Co, Bucknell Ropes Course",3.5436,6.7215,2.829,10.947,0.0469
SAT153,B495,1,06-Jul,24,"USA: Union Co, Bucknell Ropes Course",2.9777,6.8269,2.4921,10.4794,0.0383
AAS134,B496,1,06-Jul,24,"USA: Union Co, Bucknell Ropes Course",2.827,5.7288,2.3747,9.0609,0.0313
RAW122,B497,1,06-Jul,24,"USA: Union Co, Bucknell Ropes Course",3.2072,6.5633,2.5277,10.715,0.0485
RAW129,B498,1,06-Jul,24,"USA: Union Co, Bucknell Ropes Course",3.0047,5.3609,2.1749,7.7797,0.0283
SAT178,B499,1,11-Jul,29,"USA: Montour Co, Bucknell Natural Area",3.5547,6.9344,2.676,10.0175,0.0588
RAW173,B500,1,11-Jul,29,"USA: Montour Co, Bucknell Natural Area",3.0532,6.4564,2.3723,9.5052,0.0377
SAT174,B501,0,11-Jul,29,"USA: Montour Co, Bucknell Natural Area",2.9,5.9888,2.3597,9.0923,0.0261
SAT163,B502,0,11-Jul,29,"USA: Montour Co, Bucknell Natural Area",2.975,6.7747,2.4124,9.6145,0.0337
RAW149,B503,0,11-Jul,29,"USA: Montour Co, Bucknell Natural Area",2.6375,5.5169,2.1376,8.3392,0.0191
SAT172,B504,0,11-Jul,29,"USA: Montour Co, Bucknell Natural Area",2.3185,4.6909,2.0224,7.5731,0.023
SAT160,B505,1,11-Jul,29,"USA: Montour Co, Bucknell Natural Area",3.619,6.4459,3.0689,10.9423,0.0582
RAW148,B506,1,11-Jul,29,"USA: Montour Co, Bucknell Natural Area",2.2795,5.2545,2.0867,8.3469,0.0214
AAS175,B507,1,11-Jul,29,"USA: Montour Co, Bucknell Natural Area",3.0159,5.6409,2.3747,8.9325,0.0309
AAS162,B508,1,11-Jul,29,"USA: Montour Co, Bucknell Natural Area",3.2843,6.2634,2.5526,9.2348,0.0369
SAT184,B509,1,11-Jul,29,"USA: Montour Co, Bucknell Natural Area",2.6684,5.8059,2.2026,8.6549,0.0306
RAW177,B510,1,11-Jul,29,"USA: Montour Co, Bucknell Natural Area",2.7456,5.8346,2.3955,9.0291,0.032
AAS183,B511,0,11-Jul,29,"USA: Montour Co, Bucknell Natural Area",3.4395,7.0709,2.5284,9.6977,0.0476
RAW150,B512,0,11-Jul,29,"USA: Montour Co, Bucknell Natural Area",2.9569,5.5776,2.3647,8.619,0.0311
RAW144,B513,0,11-Jul,29,"USA: Montour Co, Bucknell Natural Area",3.2457,6.9675,2.3221,10.0848,0.038
AAS182,B514,0,11-Jul,29,"USA: Montour Co, Bucknell Natural Area",3.6392,6.1782,2.7145,10.5434,0.0442
SAT176,B515,1,11-Jul,29,"USA: Montour Co, Bucknell Natural Area",2.4344,5.6494,2.2107,8.467,0.0185
SAT186,B516,0,11-Jul,29,"USA: Montour Co, Bucknell Natural Area",3.5598,7.3993,2.6729,11.1423,0.064
RAW155,B517,1,11-Jul,29,"USA: Montour Co, Bucknell Natural Area",3.3693,6.8438,2.6375,10.4319,0.0473
SAT183,B518,1,11-Jul,29,"USA: Montour Co, Bucknell Natural Area",3.2512,6.328,2.7434,10.0462,0.0409
RAW154,B519,0,11-Jul,29,"USA: Montour Co, Bucknell Natural Area",2.9357,6.1058,2.492,9.4285,0.0303
RAW142,B520,0,11-Jul,29,"USA: Montour Co, Bucknell Natural Area",3.0139,6.7615,2.2677,10.0428,0.0381
RAW156,B521,1,11-Jul,29,"USA: Montour Co, Bucknell Natural Area",2.8656,6.3096,2.492,8.8579,0.0303
SAT190,B522,0,11-Jul,29,"USA: Montour Co, Bucknell Natural Area",3.1298,6.0703,2.5114,9.9079,0.0346
AAS164,B523,0,11-Jul,29,"USA: Montour Co, Bucknell Natural Area",2.7821,5.9114,2.3647,9.3513,0.0302
RAW161,B524,0,11-Jul,29,"USA: Montour Co, Bucknell Natural Area",3.1872,6.4171,2.4524,9.6922,0.0424
SAT189,B525,1,11-Jul,29,"USA: Montour Co, Bucknell Natural Area",3.8644,7.6138,2.7145,11.4323,0.0654
RAW165,B526,1,11-Jul,29,"USA: Montour Co, Bucknell Natural Area",3.2077,7.1477,2.4775,10.5875,0.0412
AAS167,B527,1,11-Jul,29,"USA: Montour Co, Bucknell Natural Area",3.3229,6.7245,2.7651,10.6654,0.0535
RAW146,B528,1,11-Jul,29,"USA: Montour Co, Bucknell Natural Area",3.6197,8.7687,2.7474,11.9993,0.0573
SAT170,B529,1,11-Jul,29,"USA: Montour Co, Bucknell Natural Area",3.5022,8.0382,2.7443,11.1355,0.0473
SAT167,B530,1,11-Jul,29,"USA: Montour Co, Bucknell Natural Area",3.398,6.9273,2.7063,10.6552,0.0468
AAS161,B531,1,11-Jul,29,"USA: Montour Co, Bucknell Natural Area",3.0057,6.3168,2.3994,9.4106,0.0367
RAW151,B532,1,11-Jul,29,"USA: Montour Co, Bucknell Natural Area",3.2696,6.7173,2.5883,9.9333,0.0501
RAW141,B533,1,11-Jul,29,"USA: Montour Co, Bucknell Natural Area",3.3106,7.3193,2.8793,10.8314,0.0546
SAT179,B534,1,11-Jul,29,"USA: Montour Co, Bucknell Natural Area",3.4415,7.58,2.7892,11.2551,0.042
RAW145,B535,1,11-Jul,29,"USA: Montour Co, Bucknell Natural Area",2.6568,5.9242,2.2756,9.0606,0.0253
AAS158,B536,1,11-Jul,29,"USA: Montour Co, Bucknell Natural Area",2.8344,6.2329,2.41,9.4106,0.0296
RAW152,B537,1,11-Jul,29,"USA: Montour Co, Bucknell Natural Area",2.7457,5.4059,2.2756,8.8001,0.0248
AAS159,B538,1,11-Jul,29,"USA: Montour Co, Bucknell Natural Area",2.9267,7.5812,2.576,9.2849,0.0341
RAW147,B539,0,11-Jul,29,"USA: Montour Co, Bucknell Natural Area",3.4481,7.8094,2.9634,11.4999,0.057
RAW143,B540,0,11-Jul,29,"USA: Montour Co, Bucknell Natural Area",2.7359,5.6389,2.1965,8.2624,0.0246
SAT191,B541,0,11-Jul,29,"USA: Montour Co, Bucknell Natural Area",2.9694,5.9096,2.2265,9.129,0.0334
AAS163,B542,1,11-Jul,29,"USA: Montour Co, Bucknell Natural Area",3.2578,7.0204,2.3967,9.2466,0.0355
AAS156,B543,0,11-Jul,29,"USA: Montour Co, Bucknell Natural Area",3.6519,7.2615,2.8495,11.4083,0.0596
AAS181,B544,1,11-Jul,29,"USA: Montour Co, Bucknell Natural Area",3.6288,6.6374,2.6318,11.6541,0.052
AAS160,B545,1,11-Jul,29,"USA: Montour Co, Bucknell Natural Area",2.9655,6.3153,2.3737,9.0277,0.0304
RAW159,B546,1,11-Jul,29,"USA: Montour Co, Bucknell Natural Area",3.1334,6.5219,2.5147,9.4463,0.0387
SAT188,B547,1,11-Jul,29,"USA: Montour Co, Bucknell Natural Area",3.4746,6.3546,2.5843,9.7433,0.0442
RAW180,B548,1,11-Jul,29,"USA: Montour Co, Bucknell Natural Area",3.3044,7.3707,2.6034,10.279,0.0583
AAS179,B549,1,11-Jul,29,"USA: Montour Co, Bucknell Natural Area",3.3465,6.8206,2.6006,9.8321,0.0343
SAT187,B550,1,11-Jul,29,"USA: Montour Co, Bucknell Natural Area",4.0675,7.296,2.8805,11.9728,0.0609
RAW172,B551,1,11-Jul,29,"USA: Montour Co, Bucknell Natural Area",3.0923,6.6615,2.5927,9.9993,0.0352
RAW175,B552,1,11-Jul,29,"USA: Montour Co, Bucknell Natural Area",2.8805,6.1052,2.16,8.9502,0.0276
AAS176,B553,1,11-Jul,29,"USA: Montour Co, Bucknell Natural Area",2.2233,5.2372,2.1107,8.0347,0.0232
RAW179,B554,1,11-Jul,29,"USA: Montour Co, Bucknell Natural Area",3.3863,7.0934,2.678,10.3568,0.0508
SAT177,B555,1,11-Jul,29,"USA: Montour Co, Bucknell Natural Area",2.8003,6.1098,2.4465,9.0964,0.0312
RAW178,B556,1,11-Jul,29,"USA: Montour Co, Bucknell Natural Area",3.1119,5.8413,2.2066,8.8609,0.0264
AAS165,B557,1,11-Jul,29,"USA: Montour Co, Bucknell Natural Area",3.7418,7.3329,2.9544,11.6977,0.0648
SAT164,B558,1,11-Jul,29,"USA: Montour Co, Bucknell Natural Area",3.4673,6.5387,2.5596,10.0919,0.0437
AAS177,B559,1,11-Jul,29,"USA: Montour Co, Bucknell Natural Area",2.8813,5.6029,2.3113,8.5383,0.0311
RAW176,B560,1,11-Jul,29,"USA: Montour Co, Bucknell Natural Area",2.8813,6.9704,2.2401,8.7646,0.0328
SAT169,B561,0,11-Jul,29,"USA: Montour Co, Bucknell Natural Area",3.28,6.1048,2.523,9.4905,0.0417
AAS172,B562,0,11-Jul,29,"USA: Montour Co, Bucknell Natural Area",3.3868,6.3459,2.5214,9.9682,0.0435
RAW166,B563,0,11-Jul,29,"USA: Montour Co, Bucknell Natural Area",3.2292,6.5012,2.4021,10.0822,0.0416
SAT159,B564,0,11-Jul,29,"USA: Montour Co, Bucknell Natural Area",2.4523,5.2667,1.9778,7.3527,0.0236
AAS176,B565,0,11-Jul,29,"USA: Montour Co, Bucknell Natural Area",3.6374,7.639,2.6268,11.1459,0.0427
AAS180,B566,1,11-Jul,29,"USA: Montour Co, Bucknell Natural Area",2.9504,7.1986,2.3035,9.5792,0.0288
RAW169,B567,1,11-Jul,29,"USA: Montour Co, Bucknell Natural Area",3.1929,6.2645,2.4682,9.9064,0.0393
AAS157,B568,1,11-Jul,29,"USA: Montour Co, Bucknell Natural Area",2.9276,5.9533,2.3495,9.2694,0.0327
RAW170,B569,1,11-Jul,29,"USA: Montour Co, Bucknell Natural Area",2.9504,6.1157,2.372,9.3374,0.0378
SAT175,B570,1,11-Jul,29,"USA: Montour Co, Bucknell Natural Area",3.8042,6.8374,3.078,11.5181,0.0551
AAS185,B571,1,11-Jul,29,"USA: Montour Co, Bucknell Natural Area",2.6672,6.1089,2.2054,8.608,0.0237
RAW171,B572,1,11-Jul,29,"USA: Montour Co, Bucknell Natural Area",2.3661,5.0645,2.0323,7.8909,0.0213
SAT180,B573,1,11-Jul,29,"USA: Montour Co, Bucknell Natural Area",2.9167,6.181,2.2989,9.093,0.0265
SAT168,B574,1,11-Jul,29,"USA: Montour Co, Bucknell Natural Area",3.0312,5.86,2.4682,9.7021,0.0296
AAS171,B575,1,11-Jul,29,"USA: Montour Co, Bucknell Natural Area",3.2333,6.553,2.708,11.1136,0.0483
RAW162,B576,1,11-Jul,29,"USA: Montour Co, Bucknell Natural Area",3.518,6.3065,2.5591,10.1577,0.0434
SAT166,B577,1,11-Jul,29,"USA: Montour Co, Bucknell Natural Area",3.3956,7.8135,2.7626,10.3939,0.0448
RAW168,B578,1,11-Jul,29,"USA: Montour Co, Bucknell Natural Area",2.9501,5.8207,2.2664,9.0165,0.0352
SAT165,B579,1,11-Jul,29,"USA: Montour Co, Bucknell Natural Area",2.9905,6.3417,2.4302,10.0322,0.0338
RAW160,B580,1,11-Jul,29,"USA: Montour Co, Bucknell Natural Area",2.1857,5.2537,1.819,6.8969,0.0167
SAT157,B581,0,11-Jul,29,"USA: Montour Co, Bucknell Natural Area",2.9908,6.1461,2.4665,9.6267,0.0371
AAS184,B582,1,11-Jul,29,"USA: Montour Co, Bucknell Natural Area",3.0809,6.623,2.5108,9.8611,0.0387
RAW163,B583,0,11-Jul,29,"USA: Montour Co, Bucknell Natural Area",3.1949,7.1754,2.2631,9.9937,0.0392
SAT182,B584,0,11-Jul,29,"USA: Montour Co, Bucknell Natural Area",2.732,5.7845,2.1827,8.5275,0.0291
AAS166,B585,0,11-Jul,29,"USA: Montour Co, Bucknell Natural Area",3.5563,6.7494,2.8072,10.7905,0.0523
AAS168,B586,1,11-Jul,29,"USA: Montour Co, Bucknell Natural Area",2.7897,6.0216,2.1957,8.4849,0.0271
AAS174,B587,1,11-Jul,29,"USA: Montour Co, Bucknell Natural Area",3.1141,6.5216,2.5489,9.9032,0.0388
AAS170,B588,1,11-Jul,29,"USA: Montour Co, Bucknell Natural Area",3.1285,6.0606,2.3847,9.3076,0.0285
SAT173,B589,1,11-Jul,29,"USA: Montour Co, Bucknell Natural Area",3.1212,6.232,2.5915,10.5073,0.0383
AAS173,B590,1,11-Jul,29,"USA: Montour Co, Bucknell Natural Area",2.8292,5.4491,2.2006,8.3369,0.0233
SAT171,B591,1,11-Jul,29,"USA: Montour Co, Bucknell Natural Area",3.3545,6.3173,2.6685,9.9554,0.046
SAT162,B592,1,11-Jul,29,"USA: Montour Co, Bucknell Natural Area",2.9908,7.3187,2.3874,9.1737,0.0344
RAW174,B593,1,11-Jul,29,"USA: Montour Co, Bucknell Natural Area",3.6049,7.8648,2.7185,10.9531,0.0598
SAT181,B594,1,11-Jul,29,"USA: Montour Co, Bucknell Natural Area",3.1545,7.1055,2.2861,8.7427,0.0297
RAW167,B595,1,11-Jul,29,"USA: Montour Co, Bucknell Natural Area",2.993,7.3994,2.5173,8.7475,0.0352
SAT185,B596,1,11-Jul,29,"USA: Montour Co, Bucknell Natural Area",3.2542,7.116,2.8237,10.3464,0.0397
RAW158,B597,1,11-Jul,29,"USA: Montour Co, Bucknell Natural Area",3.6811,8.0064,2.7077,11.2398,0.0582
AAS155,B598,1,11-Jul,29,"USA: Montour Co, Bucknell Natural Area",2.8289,6.8902,2.3857,8.73,0.0284
SAT158,B599,1,11-Jul,29,"USA: Montour Co, Bucknell Natural Area",2.8794,6.1057,2.2406,8.8596,0.0275
RAW164,B600,1,11-Jul,29,"USA: Montour Co, Bucknell Natural Area",2.9122,6.3449,2.3163,9.2634,0.0318
RAW157,B601,1,11-Jul,29,"USA: Montour Co, Bucknell Natural Area",3.584,8.5433,2.7528,10.4315,0.0472
SAT161,B602,1,11-Jul,29,"USA: Montour Co, Bucknell Natural Area",2.9905,9.2567,2.5108,9.7066,0.0368
AAS169,B603,1,11-Jul,29,"USA: Montour Co, Bucknell Natural Area",3.4353,7.3769,2.8301,10.4682,0.0429
RAW153,B604,1,11-Jul,29,"USA: Montour Co, Bucknell Natural Area",3.1929,6.672,2.5877,9.81,0.0381
AAS194,B605,1,Jul-14,32,"USA: Union Co, St. Mary's Park",3.207,7.4218,2.5912,10.3217,0.0507
SAT218,B606,1,Jul-14,32,"USA: Union Co, St. Mary's Park",3.1916,6.4939,2.5547,9.7585,0.0401
RAW212,B607,0,Jul-14,32,"USA: Union Co, St. Mary's Park",2.6684,5.952,2.1282,8.2142,0.0277
SAT208,B608,0,Jul-14,32,"USA: Union Co, St. Mary's Park",3.1741,7.7821,2.5512,10.3833,0.0479
AAS195,B609,0,Jul-14,32,"USA: Union Co, St. Mary's Park",2.8977,5.6184,2.3597,8.7083,0.0315
SAT217,B610,0,Jul-14,32,"USA: Union Co, St. Mary's Park",2.5912,4.7787,2.0305,7.6552,0.0219
RAW190,B611,0,Jul-14,32,"USA: Union Co, St. Mary's Park",3.2861,6.5897,2.3983,10.162,0.0404
SAT200,B612,1,Jul-14,32,"USA: Union Co, St. Mary's Park",2.2754,4.8832,2.0315,7.6983,0.0199
SAT201,B613,1,Jul-14,32,"USA: Union Co, St. Mary's Park",3.1171,6.609,2.4316,9.5701,0.0436
AAS187,B614,1,Jul-14,32,"USA: Union Co, St. Mary's Park",2.8076,5.9665,2.1964,8.9041,0.0267
RAW204,B615,1,Jul-14,32,"USA: Union Co, St. Mary's Park",3.0897,5.7543,2.4883,9.7184,0.041
RAW209,B616,1,Jul-14,32,"USA: Union Co, St. Mary's Park",3.2743,5.986,2.523,9.6289,0.0425
SAT224,B617,1,Jul-14,32,"USA: Union Co, St. Mary's Park",3.2408,6.7924,2.596,10.0919,0.0488
RAW189,B618,1,Jul-14,32,"USA: Union Co, St. Mary's Park",2.638,5.8107,2.1015,8.7874,0.0273
SAT192,B619,1,Jul-14,32,"USA: Union Co, St. Mary's Park",3.3115,7.2585,2.7568,10.7066,0.0512
RAW184,B620,0,Jul-14,32,"USA: Union Co, St. Mary's Park",3.5988,6.8731,2.8361,11.2235,0.0482
SAT193,B621,0,Jul-14,32,"USA: Union Co, St. Mary's Park",2.9198,6.1767,2.1857,8.6156,0.0282
SAT212,B622,0,Jul-14,32,"USA: Union Co, St. Mary's Park",2.9951,6.3804,2.3353,9.1412,0.0311
RAW202,B623,0,Jul-14,32,"USA: Union Co, St. Mary's Park",3.2936,6.6643,2.5779,9.5094,0.0321
RAW187,B624,1,Jul-14,32,"USA: Union Co, St. Mary's Park",3.3836,6.6185,2.4369,9.659,0.0405
SAT202,B625,1,Jul-14,32,"USA: Union Co, St. Mary's Park",3.3333,7.1355,2.7152,10.805,0.0489
AAS192,B626,1,Jul-14,32,"USA: Union Co, St. Mary's Park",3.4389,6.553,2.4734,10.7647,0.0475
RAW207,B627,1,Jul-14,32,"USA: Union Co, St. Mary's Park",2.8719,6.8603,2.2635,9.5901,0.0321
SAT227,B628,1,Jul-14,32,"USA: Union Co, St. Mary's Park",2.8289,5.65,2.093,8.8996,0.0321
RAW208,B629,0,Jul-14,32,"USA: Union Co, St. Mary's Park",2.8292,6.5393,2.3443,9.2248,0.0312
AAS200,B630,0,Jul-14,32,"USA: Union Co, St. Mary's Park",3.3035,7.6603,2.6395,10.8155,0.0445
AAS205,B631,0,Jul-14,32,"USA: Union Co, St. Mary's Park",3.2333,7.4768,2.6467,10.1856,0.0345
SAT210,B632,1,Jul-14,32,"USA: Union Co, St. Mary's Park",3.0716,6.761,2.5108,8.9312,0.0306
AAS201,B633,0,Jul-14,32,"USA: Union Co, St. Mary's Park",2.8743,7.4885,2.4369,9.9052,0.0309
RAW201,B634,1,Jul-14,32,"USA: Union Co, St. Mary's Park",3.7203,9.7415,2.7322,10.8764,0.0477
SAT209,B635,1,Jul-14,32,"USA: Union Co, St. Mary's Park",2.9701,7.4405,2.3015,9.1111,0.034
RAW193,B636,1,Jul-14,32,"USA: Union Co, St. Mary's Park",3.6006,7.7948,2.6264,11.019,0.0417
SAT211,B637,1,Jul-14,32,"USA: Union Co, St. Mary's Park",2.9397,7.1248,2.3741,9.2564,0.0369
AAS197,B638,1,Jul-14,32,"USA: Union Co, St. Mary's Park",3.6893,8.1052,2.7114,11.7346,0.0568
RAW196,B639,1,Jul-14,32,"USA: Union Co, St. Mary's Park",3.3066,6.566,2.4279,9.3713,0.0426
RAW206,B640,1,Jul-14,32,"USA: Union Co, St. Mary's Park",2.8432,6.4033,2.612,9.4075,0.0307
SAT199,B641,1,Jul-14,32,"USA: Union Co, St. Mary's Park",3.0526,7.4652,2.4146,9.7375,0.0363
RAW194,B642,1,Jul-14,32,"USA: Union Co, St. Mary's Park",2.9655,8.2337,2.4863,10.1441,0.0398
SAT197,B643,1,Jul-14,32,"USA: Union Co, St. Mary's Park",3.2642,8.7948,2.5321,9.7494,0.0384
SAT220,B644,0,Jul-14,32,"USA: Union Co, St. Mary's Park",3.0124,7.5037,2.5423,10.5055,0.0406
RAW182,B645,0,Jul-14,32,"USA: Union Co, St. Mary's Park",2.8818,5.5916,2.1884,8.9697,0.0307
SAT221,B646,0,Jul-14,32,"USA: Union Co, St. Mary's Park",2.5843,6.1036,2.2015,8.4831,0.0249
AAS188,B647,0,Jul-14,32,"USA: Union Co, St. Mary's Park",3.8972,8.0513,2.9056,10.5062,0.0744
RAW181,B648,0,Jul-14,32,"USA: Union Co, St. Mary's Park",2.8394,5.6468,2.2551,8.7313,0.0318
SAT216,B649,1,Jul-14,32,"USA: Union Co, St. Mary's Park",3.0079,5.5681,2.4179,9.3713,0.0293
AAS202,B650,1,Jul-14,32,"USA: Union Co, St. Mary's Park",3.4406,7.3772,2.841,10.2681,0.0422
RAW192,B651,1,Jul-14,32,"USA: Union Co, St. Mary's Park",3.2629,7.1186,2.6294,9.8878,0.0418
AAS186,B652,1,Jul-14,32,"USA: Union Co, St. Mary's Park",3.2716,6.9657,2.4802,10.0417,0.0437
SAT226,B653,1,Jul-14,32,"USA: Union Co, St. Mary's Park",3.9607,8.1764,2.841,11.1871,0.0637
AAS204,B654,1,Jul-14,32,"USA: Union Co, St. Mary's Park",2.5871,5.1319,2.1641,7.7212,0.0204
SAT214,B655,1,Jul-14,32,"USA: Union Co, St. Mary's Park",2.7111,6.397,2.416,9.2159,0.0312
AAS203,B656,1,Jul-14,32,"USA: Union Co, St. Mary's Park",2.6002,5.337,2.0537,8.5683,0.0264
SAT215,B657,1,Jul-14,32,"USA: Union Co, St. Mary's Park",2.7174,5.6399,2.2532,8.8604,0.0232
RAW203,B658,1,Jul-14,32,"USA: Union Co, St. Mary's Park",3.5443,6.3793,2.618,10.7271,0.041
SAT228,B659,1,Jul-14,32,"USA: Union Co, St. Mary's Park",2.8843,6.7751,2.523,9.2186,0.0309
SAT198,B660,1,Jul-14,32,"USA: Union Co, St. Mary's Park",3.1906,7.4993,2.4821,10.8296,0.0432
SAT213,B661,1,Jul-14,32,"USA: Union Co, St. Mary's Park",2.6395,6.0254,2.257,8.8644,0.0253
RAW188,B662,0,Jul-14,32,"USA: Union Co, St. Mary's Park",3.7018,8.2709,3.0505,11.7377,0.0663
SAT196,B663,0,Jul-14,32,"USA: Union Co, St. Mary's Park",2.9189,8.5841,2.3974,9.268,0.0328
RAW200,B664,0,Jul-14,32,"USA: Union Co, St. Mary's Park",3.7049,9.6316,2.7021,10.7548,0.0477
SAT195,B665,0,Jul-14,32,"USA: Union Co, St. Mary's Park",3.2696,8.0227,2.5265,10.598,0.0445
RAW205,B666,0,Jul-14,32,"USA: Union Co, St. Mary's Park",3.1847,7.0869,2.5374,9.815,0.0361
SAT206,B667,1,Jul-14,32,"USA: Union Co, St. Mary's Park",3.368,8.0775,2.7081,10.2914,0.0469
RAW195,B668,1,Jul-14,32,"USA: Union Co, St. Mary's Park",3.2235,6.5393,2.5016,9.459,0.0326
SAT229,B669,1,Jul-14,32,"USA: Union Co, St. Mary's Park",3.006,7.6242,2.489,9.6387,0.0329
RAW198,B670,1,Jul-14,32,"USA: Union Co, St. Mary's Park",3.0931,7.2829,2.6151,10.5506,0.0438
RAW211,B671,1,Jul-14,32,"USA: Union Co, St. Mary's Park",3.3109,6.4957,2.489,10.3561,0.0389
SAT223,B672,1,Jul-14,32,"USA: Union Co, St. Mary's Park",3.0928,8.2333,2.3124,9.453,0.0296
SAT194,B673,1,Jul-14,32,"USA: Union Co, St. Mary's Park",4.0949,7.8555,2.875,11.828,0.0611
AAS199,B674,1,Jul-14,32,"USA: Union Co, St. Mary's Park",3.2282,8.848,2.5638,10.507,0.0361
RAW186,B675,1,Jul-14,32,"USA: Union Co, St. Mary's Park",3.0211,6.7659,2.3719,9.98,0.0361
RAW185,B676,0,Jul-14,32,"USA: Union Co, St. Mary's Park",2.614,6.1857,2.2284,8.5753,0.0264
SAT225,B677,0,Jul-14,32,"USA: Union Co, St. Mary's Park",3.1802,5.7124,2.4116,9.3526,0.0301
AAS190,B678,0,Jul-14,32,"USA: Union Co, St. Mary's Park",3.3612,7.0267,2.7963,10.7912,0.0458
RAW197,B679,1,Jul-14,32,"USA: Union Co, St. Mary's Park",2.7909,6.4588,2.1936,8.712,0.0287
